salario_hora,no_ambos_padres_bio,educacion,edad,afqt_score,mujer,hispano,negro
3.3300000000000001,0,12,46,12,0,0,0
11.5,1,14,49,49,1,0,0
12.01,1,12,50,65,0,0,0
,1,10,49,18,1,0,0
,0,12,48,16,0,0,0
32.689999999999998,0,12,48,71,1,0,0
25.640000000000001,0,16,46,24,0,0,0
52.880000000000003,0,16,48,71,1,0,0
35.969999999999999,0,12,48,27,0,0,0
13.460000000000001,0,12,47,38,0,0,0
12.5,0,16,53,66,1,0,0
24.449999999999999,0,16,51,58,0,0,0
40.380000000000003,1,18,47,99,0,0,0
16.25,1,15,50,65,0,0,0
20.190000000000001,1,13,52,53,1,0,0
10,0,12,49,35,0,0,0
26.219999999999999,0,13,52,91,0,0,0
10.960000000000001,1,17,52,94,0,0,0
16.82,1,14,47,80,1,0,0
39.740000000000002,0,12,49,75,0,0,0
62.009999999999998,0,19,50,97,1,0,0
7.25,0,12,50,16,1,0,0
32.689999999999998,0,14,48,85,0,0,0
24.030000000000001,0,16,49,49,0,0,0
15.84,0,14,48,11,0,0,0
,0,12,46,27,0,0,0
15.75,0,14,53,76,1,0,0
10,1,11,45,30,1,0,1
10,1,10,50,2,1,0,1
15.539999999999999,0,12,48,24,0,0,1
8,1,10,47,6,0,0,1
13.25,1,16,46,18,0,0,1
7.1399999999999997,0,9,50,11,0,0,1
9.2200000000000006,0,12,46,8,1,0,1
8.6500000000000004,0,15,52,18,1,0,1
17.190000000000001,0,17,49,44,1,0,1
27.879999999999999,0,12,47,4,0,0,1
13.99,1,13,50,29,1,0,1
11,1,12,51,3,0,0,1
10.5,1,11,52,6,1,0,1
15,1,12,47,22,0,0,0
29,0,12,53,38,1,0,0
33.649999999999999,1,18,52,62,1,0,0
14.4,1,14,51,65,1,0,0
63,1,16,45,84,0,0,0
28.210000000000001,0,13,50,62,1,0,0
25.960000000000001,0,13,45,59,0,0,0
9.3499999999999996,0,12,46,21,0,0,0
23.329999999999998,1,12,48,75,0,0,0
6.5099999999999998,0,12,48,40,0,0,0
9.8200000000000003,0,12,47,45,1,1,0
,0,12,46,32,0,1,0
40.689999999999998,0,14,49,75,0,1,0
33.020000000000003,1,15,48,65,0,1,0
16.66,0,14,45,16,1,1,0
39.210000000000001,0,12,49,17,0,0,0
,0,12,52,38,0,0,0
19.710000000000001,0,11,49,19,0,0,0
25,0,12,52,93,1,0,0
,0,12,49,5,1,1,0
13.369999999999999,0,12,47,7,1,1,0
6.7300000000000004,0,10,45,13,0,1,0
15,1,11,51,20,1,0,0
9.1500000000000004,1,12,48,23,1,0,0
13.5,1,12,47,66,1,0,0
31,0,12,53,42,0,0,0
,0,12,51,58,1,0,0
9,0,11,50,7,0,0,0
,1,16,49,49,1,0,0
,0,16,50,8,1,0,0
,1,12,50,3,0,0,0
,0,13,51,42,1,0,0
20.34,1,15,48,28,1,0,0
10,1,12,46,18,1,0,0
22,0,12,51,20,0,0,0
32.350000000000001,1,15,48,91,0,0,0
24.800000000000001,1,13,53,33,0,0,0
21.510000000000002,0,12,50,43,1,0,0
,0,10,47,11,0,0,0
8.7699999999999996,0,12,45,24,1,0,0
10.35,0,12,50,34,0,0,0
19.370000000000001,1,15,47,52,0,0,0
,0,12,51,43,0,0,0
14.85,0,12,47,60,1,0,0
3.8399999999999999,0,12,49,9,0,0,0
,0,14,46,31,1,0,0
2.2999999999999998,0,12,46,32,0,0,0
,0,10,51,2,1,0,0
16.5,0,14,46,56,1,0,0
24.030000000000001,0,12,47,90,1,0,0
26.920000000000002,1,12,50,36,1,0,0
57.689999999999998,1,14,49,70,1,0,0
46.149999999999999,0,17,48,83,0,0,0
18.260000000000002,0,12,47,64,0,0,0
,1,12,46,19,1,0,0
35,1,18,51,55,1,0,0
8,0,14,47,42,0,0,0
25.960000000000001,0,16,45,44,1,0,0
19.859999999999999,0,13,51,53,1,0,0
,0,9,49,60,1,0,0
,0,12,51,13,0,0,0
8.1699999999999999,0,12,50,36,1,0,0
10.5,1,12,50,77,0,0,0
11.529999999999999,1,12,49,37,1,0,0
8.7200000000000006,0,13,45,26,1,0,0
0.46000000000000002,0,12,52,33,1,0,0
7.2999999999999998,0,12,48,23,1,0,0
3.0699999999999998,0,12,51,42,0,0,0
11.289999999999999,0,17,48,43,1,0,0
10,0,11,50,34,1,0,0
12.5,0,18,51,99,0,0,0
,0,13,49,94,0,0,0
11.529999999999999,0,19,47,99,0,0,0
8.0099999999999998,0,10,47,18,0,0,0
,0,16,47,86,0,0,0
25,1,16,49,31,1,0,0
16.66,1,12,47,59,0,0,0
,1,12,45,14,1,0,0
21.289999999999999,0,12,45,80,1,0,0
20.670000000000002,0,18,51,87,1,0,0
22.300000000000001,0,12,47,69,0,0,0
12.69,0,12,49,56,1,0,0
17.5,0,12,47,53,0,0,0
,0,12,45,49,1,0,0
9.8800000000000008,1,8,50,18,0,0,0
16.66,1,12,49,18,1,0,0
17.059999999999999,0,12,52,30,1,0,0
,0,12,46,54,1,0,0
12,0,11,46,27,1,0,0
,1,12,48,26,0,0,0
,1,12,47,16,0,0,0
11.210000000000001,0,11,52,17,1,0,0
16.34,0,13,50,70,0,0,0
,0,16,49,63,0,0,0
21.359999999999999,0,20,47,62,0,0,0
307.69,0,12,45,28,1,0,0
14.5,0,12,46,69,0,0,0
35,0,16,53,89,0,0,0
,1,12,52,33,1,0,0
9.1300000000000008,0,12,52,35,0,0,0
10.57,0,12,52,44,1,0,0
47.200000000000003,0,17,48,91,0,0,0
13,0,12,49,51,0,0,0
,1,14,52,64,1,0,0
25.25,0,12,47,72,0,0,0
20.059999999999999,0,12,51,30,1,0,0
36.5,0,14,51,99,0,0,0
59.82,0,16,48,85,0,0,0
11,0,14,46,68,1,0,0
8.2400000000000002,0,12,46,35,1,0,0
6.5899999999999999,0,12,45,14,0,0,0
16.350000000000001,0,17,50,87,1,0,0
21.309999999999999,0,12,47,59,0,0,0
27,0,12,46,81,0,0,0
9.1600000000000001,0,14,53,74,0,0,0
13.130000000000001,0,12,46,17,1,0,0
15.380000000000001,0,12,51,62,0,0,0
32.810000000000002,0,14,50,84,1,0,0
12.529999999999999,0,14,47,,0,0,0
8.0700000000000003,1,12,50,29,1,0,0
19.23,1,17,47,45,0,0,0
7.5,0,12,48,14,1,0,0
7.9500000000000002,0,12,47,24,1,0,0
,0,12,45,18,1,0,0
,0,16,47,66,1,0,0
9.4900000000000002,0,12,52,27,0,0,0
13.26,0,15,49,21,1,0,0
19.949999999999999,0,12,51,38,0,0,0
8.9499999999999993,0,12,49,10,1,0,0
20.420000000000002,0,12,49,38,0,0,0
14.289999999999999,0,12,47,30,0,0,0
31,0,12,48,84,0,0,0
14.01,0,13,47,69,1,0,0
,0,12,52,46,1,0,0
42.549999999999997,0,16,50,50,1,0,0
64.900000000000006,0,16,48,68,0,0,0
8,1,12,45,21,0,0,0
23.530000000000001,0,12,45,26,0,0,1
14.85,0,18,51,96,1,0,0
20.93,0,16,50,60,0,0,0
21.940000000000001,0,16,48,98,1,0,0
16.969999999999999,0,16,46,80,1,0,0
24.41,0,12,49,69,0,0,0
,0,11,50,46,0,0,0
9.5,0,12,49,77,1,0,0
45.380000000000003,0,16,45,91,0,0,0
40.100000000000001,1,19,48,71,1,1,0
24.510000000000002,1,14,45,56,1,0,0
7.6900000000000004,0,12,49,54,1,0,0
15,0,16,52,99,1,0,0
21.100000000000001,1,14,49,72,1,0,0
,0,16,47,89,1,0,0
11.529999999999999,0,14,52,93,0,0,0
21.460000000000001,0,18,50,93,1,0,0
7.6100000000000003,0,16,47,79,1,0,0
30,0,16,47,57,0,0,0
16.149999999999999,0,17,51,93,1,0,0
16.379999999999999,0,12,48,30,0,0,0
9.75,0,12,47,73,0,0,0
13.85,0,12,48,30,1,0,0
10.970000000000001,0,12,48,12,0,0,0
15.07,0,12,47,84,0,0,0
,0,12,49,59,1,0,0
14.5,0,12,48,42,0,0,0
16.100000000000001,0,12,49,10,0,0,0
11.619999999999999,0,12,45,5,0,0,0
31.25,0,13,50,50,1,0,0
14.449999999999999,0,7,49,4,0,0,0
37.979999999999997,0,20,49,98,1,0,0
,0,20,45,91,0,0,0
46.149999999999999,0,16,49,87,1,0,0
16.82,0,12,47,63,1,0,0
13.33,0,12,46,49,1,0,0
,0,15,47,5,0,0,0
28.120000000000001,0,12,47,42,0,0,0
,0,12,50,17,0,0,0
,0,10,50,13,1,0,0
19.670000000000002,0,17,47,33,0,0,0
13,0,13,45,6,0,0,0
,0,12,53,8,1,0,0
,0,12,51,,0,0,0
16.02,0,13,45,64,0,0,0
10.210000000000001,0,19,48,68,1,0,0
33.899999999999999,1,12,49,23,1,0,0
28,0,16,49,83,1,0,0
22.039999999999999,0,16,50,97,1,0,0
19.100000000000001,0,12,48,84,0,0,0
,0,16,48,64,0,0,0
12.5,0,12,46,22,0,0,0
9.6099999999999994,1,13,51,82,0,0,0
25,1,12,50,18,0,0,0
11.619999999999999,1,12,45,56,1,0,0
42,0,14,51,85,0,0,0
,0,16,52,56,0,0,0
21.629999999999999,0,14,50,67,0,0,0
25.300000000000001,0,14,49,,0,0,0
19.23,0,20,46,73,1,0,0
,0,16,47,48,0,0,0
25,0,20,48,74,1,0,0
21.649999999999999,0,14,46,36,1,0,0
8.5,0,18,52,88,1,0,0
27.93,1,12,48,53,1,0,0
62.009999999999998,1,17,46,59,0,0,0
17.75,0,13,49,79,0,0,0
52.880000000000003,1,16,47,99,0,0,0
24.239999999999998,1,12,49,63,0,0,0
13.66,0,12,52,47,1,0,0
,0,16,49,97,0,0,0
12,1,12,51,27,0,0,0
7.75,1,12,50,48,1,0,0
43.369999999999997,0,18,47,84,0,0,0
38.460000000000001,0,14,47,11,1,1,0
47.590000000000003,0,20,52,79,1,1,0
13.84,0,12,48,66,0,1,0
,0,12,46,23,1,1,0
14.52,0,12,45,30,1,1,0
10.01,0,6,49,3,0,1,0
9.4499999999999993,0,12,48,14,1,1,0
6.5,0,10,46,8,1,1,0
28.739999999999998,0,15,51,22,1,1,0
,0,12,48,4,0,1,0
9,1,12,45,8,1,1,0
,0,9,52,15,0,1,0
9,0,9,49,9,0,1,0
,0,12,47,27,1,1,0
8,0,7,46,11,1,1,0
13.550000000000001,0,12,48,19,0,1,0
12.5,0,9,46,4,0,1,0
,0,8,52,1,0,1,0
8.9700000000000006,0,12,50,13,1,1,0
11.23,0,12,51,27,1,1,0
6.9699999999999998,0,12,50,22,1,1,0
9.9499999999999993,0,4,49,,0,1,0
8.3000000000000007,0,7,47,8,1,1,0
27,0,10,51,6,0,1,0
9,0,13,47,28,1,1,0
9.8699999999999992,1,15,48,73,1,1,0
7.75,1,12,48,48,1,1,0
22.66,1,17,49,79,1,0,0
,0,0,47,3,1,1,0
14,0,12,46,7,0,1,0
9.5199999999999996,0,11,50,5,1,1,0
18.16,1,20,50,86,0,0,0
31.25,0,17,50,96,0,0,0
,0,14,49,35,0,1,0
18.600000000000001,0,14,51,67,0,1,0
13.699999999999999,0,12,50,42,1,0,0
11.529999999999999,0,12,47,29,1,1,0
10.09,0,15,46,16,1,1,0
,1,12,49,13,1,1,0
50,1,13,50,15,0,1,0
23.25,1,15,51,66,0,1,0
,0,20,47,52,1,1,0
24.050000000000001,0,14,46,35,0,1,0
11.5,0,12,46,47,0,1,0
6.7599999999999998,0,6,52,1,1,1,0
10.5,0,12,50,7,1,1,0
8.1300000000000008,0,12,49,2,1,1,0
45.979999999999997,1,16,47,28,1,1,0
42.729999999999997,1,16,51,77,0,1,0
18.260000000000002,1,17,51,40,1,1,0
13.41,0,12,46,7,1,1,0
11.06,0,12,47,10,1,1,0
10.44,0,12,45,6,0,1,0
10.68,0,12,49,14,0,1,0
8.8599999999999994,0,12,47,24,1,1,0
15.109999999999999,0,12,45,7,1,1,0
10,0,12,50,50,0,0,0
,0,16,50,23,1,0,1
12.82,0,12,45,13,0,0,1
13.75,0,16,49,89,0,0,0
14.279999999999999,1,9,49,10,0,0,1
14,0,12,51,9,0,0,1
15.380000000000001,0,13,49,16,0,0,1
,0,8,52,6,1,0,1
,1,7,50,1,1,0,1
20.670000000000002,0,9,51,2,0,0,0
14.27,0,12,47,21,1,0,0
44,0,16,48,26,1,0,0
83.909999999999997,0,18,47,87,0,0,0
13.59,0,14,45,80,0,0,0
,0,15,50,53,0,0,0
23.07,0,10,50,46,0,0,0
7.3899999999999997,0,12,49,59,1,0,0
18.5,0,18,50,14,1,0,0
8,0,16,47,38,1,0,0
21,0,12,47,32,0,0,0
11.5,1,12,51,9,0,0,1
12.01,1,13,49,28,0,0,1
15.65,1,14,48,14,1,0,1
13,0,14,46,58,1,0,0
29.32,0,13,48,74,1,0,0
14.42,0,12,49,53,1,0,0
28.600000000000001,0,16,47,87,1,0,0
24.030000000000001,0,16,45,42,1,0,0
12.01,0,12,52,63,0,0,0
18,0,13,52,83,1,0,0
3.75,0,14,47,20,1,0,1
85.579999999999998,0,14,52,32,1,0,0
14.25,0,12,50,72,0,0,0
14.42,0,13,49,32,1,0,0
7.9900000000000002,0,9,52,11,0,0,0
,0,12,52,4,1,0,0
21.809999999999999,1,11,52,23,0,0,1
15.4,0,12,52,,1,0,0
9.6300000000000008,0,12,51,32,1,0,0
17.09,0,12,47,53,0,0,0
15,1,12,45,8,1,0,0
14.83,1,10,48,,0,0,0
17.09,1,12,45,30,0,0,0
,0,12,53,8,0,0,1
,0,12,50,6,0,0,1
11.619999999999999,1,12,51,3,0,0,1
36.32,0,14,47,45,0,0,0
21.149999999999999,0,13,47,73,0,0,0
21.629999999999999,0,14,45,8,0,0,0
33.170000000000002,0,12,49,10,0,0,1
6.9100000000000001,0,12,47,2,1,0,1
24,0,16,50,49,1,0,1
10,0,16,49,32,1,0,1
11.4,0,12,47,16,0,0,1
15.220000000000001,0,14,48,27,0,0,1
2.3999999999999999,0,14,52,87,0,0,0
15,0,12,50,78,1,0,0
25.640000000000001,0,16,48,65,0,0,0
16,1,7,49,14,0,0,0
8.6300000000000008,1,9,49,5,1,0,0
15.5,0,12,49,15,0,0,0
11.66,0,12,45,2,0,0,0
10.15,0,12,50,63,1,0,0
,0,12,47,35,0,0,0
,1,12,47,9,1,0,1
1.4399999999999999,0,12,50,42,1,0,0
,0,12,51,5,1,0,1
14,1,12,47,4,0,0,1
,1,12,48,3,1,0,1
15,1,12,50,3,0,0,1
12.119999999999999,0,12,49,1,0,0,1
26.920000000000002,1,13,47,83,0,0,0
25.399999999999999,1,12,46,56,0,0,0
31.25,0,13,48,23,0,0,1
30.59,0,16,47,26,1,0,1
23.07,1,14,47,13,0,0,1
19.23,0,17,46,64,1,0,0
25,0,12,47,12,0,0,0
,1,12,45,17,1,0,0
33.329999999999998,0,17,49,87,1,0,0
,0,12,47,48,1,0,0
13.9,0,12,46,22,0,0,0
19.239999999999998,0,16,50,80,0,0,0
94.400000000000006,0,18,49,79,1,0,0
17.77,0,13,45,38,0,0,0
40.859999999999999,0,12,49,18,0,0,0
33.649999999999999,0,14,45,60,1,0,0
12.25,0,12,51,8,1,0,0
37.75,0,17,49,76,1,0,0
13.5,0,10,48,23,1,0,0
20.260000000000002,0,12,46,8,1,0,0
3.8399999999999999,1,12,49,42,1,0,0
11.050000000000001,1,12,46,46,0,0,0
39.18,0,16,48,94,0,0,0
31.620000000000001,0,13,51,82,0,0,0
64.900000000000006,0,18,46,75,1,0,0
36,0,14,51,99,1,0,0
27.239999999999998,0,14,53,82,0,0,0
32.960000000000001,0,20,47,99,0,0,0
26.260000000000002,1,19,45,99,1,0,0
15,0,16,50,91,1,0,0
,0,18,48,86,1,0,0
64.900000000000006,0,18,47,98,1,0,0
192.30000000000001,0,18,46,93,0,0,0
17,0,12,52,30,0,0,0
20.670000000000002,0,13,47,52,0,0,0
10.25,0,14,46,34,1,0,0
,0,14,50,76,1,0,0
20.399999999999999,0,12,46,71,0,0,0
55.939999999999998,0,17,46,99,0,0,0
19.629999999999999,1,12,45,32,1,0,0
9.3000000000000007,0,12,52,32,1,0,0
15.65,0,13,48,57,0,0,0
10,0,11,47,20,1,0,0
28.84,0,16,52,57,0,0,0
30.760000000000002,0,18,48,79,0,0,0
43.950000000000003,0,18,46,44,0,0,0
101.98,0,14,49,83,1,0,0
16.579999999999998,0,20,47,96,0,0,0
15,1,9,49,2,0,1,0
20,0,12,49,,0,0,0
,1,6,51,,1,1,0
21.870000000000001,0,12,52,25,1,0,0
,0,12,50,48,1,0,0
14,1,12,49,13,0,0,0
,0,12,47,84,1,0,0
22.109999999999999,0,12,46,30,0,0,0
1.53,1,12,51,55,1,0,0
,0,13,50,64,1,0,1
74.510000000000005,0,16,46,54,1,0,0
,0,20,45,93,1,0,0
107.37,0,19,49,99,0,0,0
51.280000000000001,0,16,48,84,1,0,0
92.450000000000003,0,16,45,44,0,0,0
134.61000000000001,0,18,48,82,0,0,0
12,0,16,47,49,1,0,0
,0,18,49,99,1,0,0
15.029999999999999,0,20,51,99,1,0,0
160.25,0,16,47,91,0,0,0
27.140000000000001,0,19,48,93,0,0,0
81.730000000000004,0,16,48,79,0,0,0
11.529999999999999,0,19,47,87,0,0,0
,0,16,51,91,1,0,0
,0,18,49,90,1,0,0
19.710000000000001,0,18,45,77,1,0,0
20,1,12,48,6,1,1,0
5.7599999999999998,1,12,47,25,0,1,0
12.5,0,15,49,8,0,0,1
45.719999999999999,0,20,52,99,0,0,0
20.190000000000001,0,17,50,79,0,0,0
13,0,12,51,22,0,0,0
15.5,0,12,51,64,1,0,0
13.949999999999999,0,12,49,13,1,0,0
28.649999999999999,1,12,48,42,0,0,0
28.84,0,12,45,27,0,0,0
,0,12,47,53,0,0,0
13.9,1,16,46,94,1,0,0
14.699999999999999,0,18,52,92,1,0,0
18.75,1,16,50,64,1,0,0
8.5,0,7,49,,0,0,0
43,0,18,50,47,1,0,0
25.640000000000001,0,15,52,91,0,0,0
22.300000000000001,0,17,50,,1,0,0
96.150000000000006,0,20,45,92,0,0,0
13.5,0,13,45,11,1,0,1
11.25,0,12,47,50,0,0,1
20,0,13,47,51,0,0,0
36.049999999999997,0,16,46,74,1,0,0
14.5,0,16,52,87,1,0,0
26,0,16,51,64,1,0,0
24.23,0,16,46,62,0,0,0
17.120000000000001,0,10,50,17,0,0,1
21.309999999999999,0,14,47,46,1,0,0
14.42,1,10,48,30,0,0,0
,0,16,49,93,1,0,0
32,0,20,46,72,0,0,0
,0,16,45,60,0,0,0
85.849999999999994,0,20,46,65,1,0,0
,0,12,46,1,0,0,0
32.689999999999998,0,19,51,66,1,0,0
59.82,0,16,48,46,0,0,0
25.640000000000001,0,16,47,57,0,0,0
48.07,0,16,49,65,1,0,0
,1,12,49,,0,1,0
,1,12,45,6,0,1,0
,0,14,49,12,1,1,0
,0,12,52,2,1,1,0
7.6100000000000003,0,9,46,1,0,1,0
,0,12,47,39,0,0,0
22.109999999999999,0,12,46,15,0,0,0
23.109999999999999,0,14,47,71,0,0,0
26.440000000000001,0,12,46,52,0,0,0
21.359999999999999,0,12,47,24,0,0,0
12.82,0,12,51,52,1,0,0
,0,12,47,45,1,0,0
34.609999999999999,0,20,52,99,0,0,0
10.4,0,13,47,37,0,0,0
6.4100000000000001,1,12,45,20,1,0,0
83.650000000000006,0,16,48,99,0,0,0
41.020000000000003,1,16,45,89,0,0,0
,0,16,51,99,1,0,0
65.379999999999995,0,16,49,87,0,0,0
28.84,0,19,46,98,0,0,0
10,0,12,47,57,1,0,0
20,0,16,47,52,1,0,0
11,0,12,47,,1,0,0
22.719999999999999,1,12,50,76,0,0,0
14,0,12,49,31,1,0,0
9.6099999999999994,0,14,50,77,0,0,0
37.600000000000001,0,12,51,73,0,0,0
15.220000000000001,0,12,48,49,0,0,0
21.32,0,13,50,79,0,0,0
20,1,9,46,4,0,1,0
,1,9,49,38,0,0,1
,0,16,52,,1,0,1
,0,14,52,16,1,0,1
36.710000000000001,0,18,48,87,1,0,0
15.949999999999999,0,12,52,63,1,0,0
2.2599999999999998,1,13,46,30,1,0,0
12.75,1,8,46,9,1,1,0
76.920000000000002,0,14,51,65,0,0,0
46.149999999999999,0,16,48,89,0,0,0
,0,18,51,96,0,0,0
10.16,0,16,45,72,0,0,0
31.199999999999999,0,18,48,56,0,0,0
10,0,12,47,35,1,0,0
12,0,12,51,21,1,0,0
14.66,0,16,53,65,0,0,0
19.620000000000001,0,12,48,41,1,0,0
32.869999999999997,0,13,46,14,0,0,0
,0,14,50,97,1,0,0
18.050000000000001,1,12,50,,1,0,1
7.6900000000000004,0,12,51,88,0,0,1
0.76000000000000001,1,15,50,,0,0,1
10,1,11,52,7,0,0,1
96.150000000000006,1,18,53,87,0,0,1
18.75,0,12,46,46,1,0,0
29.899999999999999,0,12,52,90,1,0,0
39.310000000000002,0,12,51,78,0,0,0
25.640000000000001,0,12,49,76,0,0,0
2.1299999999999999,0,13,51,99,1,0,0
21.149999999999999,0,12,48,41,1,0,0
14.75,0,12,46,47,1,0,0
,0,9,49,,1,0,0
18.02,0,12,51,16,1,0,1
,1,13,49,45,1,0,0
25.960000000000001,0,8,50,8,0,0,0
12.08,0,12,47,32,1,0,0
19.920000000000002,0,12,51,74,0,0,0
2.5,1,12,50,31,1,0,0
15,1,12,46,14,0,0,0
12.699999999999999,0,12,51,26,1,0,0
25,0,14,48,53,1,0,0
24.850000000000001,0,12,52,22,0,0,0
72.109999999999999,0,14,50,22,0,0,0
28.84,0,16,52,64,1,0,0
96.150000000000006,0,16,52,94,0,0,0
,0,12,48,,0,0,0
7.5499999999999998,1,16,52,42,1,0,1
8.7200000000000006,1,12,50,6,1,0,1
23.649999999999999,0,14,53,41,1,0,1
,1,16,50,30,1,0,1
14.15,1,12,48,3,0,0,1
15,1,12,45,4,0,0,1
,1,12,45,11,0,0,1
10.300000000000001,1,12,49,19,1,0,1
,0,12,52,12,1,0,1
,0,12,45,30,1,0,1
19.23,1,12,52,30,0,0,1
18,0,12,51,72,1,0,0
10,0,12,48,30,1,0,0
10.32,0,12,46,55,1,0,0
7.75,0,12,45,30,0,0,0
104.16,0,16,49,93,0,0,0
30,0,16,47,80,1,0,0
30.120000000000001,0,11,49,,0,0,0
18,0,8,46,,0,0,0
16.98,0,15,50,93,0,0,0
19.850000000000001,0,12,49,65,1,0,0
18.789999999999999,0,14,45,39,1,0,0
15.99,0,12,52,18,1,0,0
7.25,0,12,51,20,1,0,0
7.5,0,12,52,45,1,0,0
16.59,0,13,51,74,1,0,0
48.07,0,16,47,39,0,0,0
,1,12,49,86,1,0,0
14.25,1,16,46,57,1,0,0
13,0,12,52,29,0,0,0
,0,15,47,54,1,0,0
34.049999999999997,1,15,49,94,0,0,0
17.5,0,10,46,2,0,0,0
11.32,0,10,45,6,0,0,0
13.5,1,12,47,52,1,0,0
10,1,18,45,72,1,0,0
13.220000000000001,0,15,45,34,1,0,0
17.710000000000001,0,12,49,42,1,0,0
25.760000000000002,0,18,48,97,1,0,0
26.309999999999999,0,18,49,89,1,0,0
32.369999999999997,0,18,46,46,1,0,0
15.06,1,12,50,45,1,0,0
12,0,12,49,18,0,0,0
,0,12,47,89,1,0,0
42.780000000000001,0,12,52,65,0,0,0
10.5,0,12,46,26,1,0,0
,0,12,50,10,1,0,0
12.15,0,13,48,30,1,0,0
15.4,1,13,47,85,1,0,0
14.5,1,14,51,80,0,0,0
21.800000000000001,1,12,48,65,0,0,0
8.5,1,12,50,16,0,0,0
17.5,0,12,48,12,0,0,0
15.619999999999999,0,12,49,49,0,0,0
,0,12,47,35,1,0,0
,0,12,51,30,1,0,0
9.6099999999999994,0,18,51,89,0,0,0
30,1,12,51,42,0,0,0
43.259999999999998,0,16,47,99,0,0,0
52.880000000000003,0,18,46,87,0,0,0
32.450000000000003,0,16,48,45,1,0,0
14.75,0,16,48,85,1,0,0
37.950000000000003,0,17,50,59,1,0,0
15.890000000000001,0,12,49,8,1,0,0
60.630000000000003,0,16,51,92,1,0,0
26.219999999999999,0,12,48,39,1,0,0
59.609999999999999,0,18,50,79,0,0,0
296.14999999999998,0,16,48,68,1,0,0
54.079999999999998,0,16,51,98,1,0,0
19.23,0,13,46,21,1,0,0
11.75,0,19,48,83,1,0,0
37.140000000000001,0,16,45,33,1,0,0
21.629999999999999,1,16,49,81,0,0,0
24.030000000000001,1,17,47,,0,0,0
4.7999999999999998,1,15,46,30,0,0,0
23.07,1,16,46,94,1,0,0
13,0,12,51,39,1,0,0
,0,12,50,12,1,0,0
12,0,12,47,34,1,0,0
22,0,16,48,95,0,0,0
55.119999999999997,0,16,50,99,1,0,0
54.270000000000003,0,19,52,91,0,0,0
,0,19,49,99,0,0,0
101.73999999999999,0,18,47,92,0,0,0
103.84,0,20,51,99,0,0,0
69.709999999999994,0,20,49,99,0,0,0
11.300000000000001,0,15,47,,1,0,0
,1,12,48,17,1,0,1
28.649999999999999,1,12,49,15,0,0,1
19.23,0,16,52,60,1,0,0
97.900000000000006,0,19,52,98,0,0,0
,0,16,49,98,1,0,0
,0,16,50,78,0,0,0
170.94,0,20,50,99,0,0,0
11,1,12,50,24,1,0,1
14.75,1,12,45,8,1,0,1
15,1,12,51,39,0,0,1
32,0,12,49,76,0,0,0
17.030000000000001,1,12,48,30,0,0,0
18.800000000000001,0,12,49,65,0,0,0
31.969999999999999,1,12,50,69,0,0,0
19.23,1,12,49,33,1,0,0
27.350000000000001,1,19,53,62,1,0,0
14.25,0,12,48,21,1,0,0
,0,12,51,30,0,0,0
15.65,0,16,46,77,1,0,0
,0,12,47,26,0,0,0
19.809999999999999,0,12,45,37,1,0,0
39.899999999999999,0,16,45,69,1,0,0
42.780000000000001,0,15,46,41,1,0,0
19.23,0,12,52,75,0,0,0
47.200000000000003,0,16,50,94,0,0,0
16.82,1,12,46,62,0,0,0
23.129999999999999,0,12,52,69,0,0,0
,0,18,49,95,0,0,0
7.25,0,13,51,39,1,0,0
26,0,14,48,48,0,0,0
31.920000000000002,0,14,45,56,1,0,0
50.340000000000003,0,18,51,78,0,0,0
11.25,0,14,47,75,1,0,0
18.260000000000002,1,16,48,87,1,0,0
34.130000000000003,0,17,47,56,0,0,0
59.130000000000003,0,20,45,57,0,0,0
13.98,0,10,47,11,0,0,0
28.370000000000001,0,14,46,53,1,0,0
14.890000000000001,0,14,52,71,0,0,0
15.199999999999999,0,15,50,64,1,0,0
11.85,0,12,50,74,0,0,0
10,0,12,45,55,1,0,0
25,0,13,49,54,1,0,0
9.8900000000000006,0,19,52,69,1,0,1
38.460000000000001,1,19,48,88,0,0,0
11.609999999999999,0,12,48,62,1,0,0
,0,16,51,77,1,0,0
16.82,0,18,46,51,1,0,0
10.5,0,12,46,33,1,0,0
21.5,1,12,49,49,0,0,0
48.07,1,12,47,50,0,0,0
18.530000000000001,0,12,46,57,1,0,0
11.529999999999999,0,14,48,42,1,0,0
29.059999999999999,0,14,48,98,1,0,0
21.629999999999999,0,12,46,74,0,0,0
11.25,0,12,47,32,1,0,0
7.4000000000000004,0,12,46,4,1,0,0
13.6,1,12,45,54,1,0,0
5.7599999999999998,0,13,48,90,0,0,0
48.07,0,20,50,89,0,0,0
45.780000000000001,0,18,47,86,0,0,0
17,0,13,52,83,0,0,0
,1,8,46,1,1,0,1
8.75,1,9,49,14,0,0,1
49.509999999999998,0,16,49,80,0,0,0
,1,11,49,22,0,1,0
,0,16,48,43,1,1,0
13,0,12,47,75,0,1,0
10,1,12,45,13,1,1,0
14.880000000000001,1,14,51,32,1,1,0
,1,7,49,,0,0,0
12.949999999999999,1,12,50,5,1,1,0
32.049999999999997,0,16,49,66,0,0,0
,0,20,51,51,1,0,0
,0,12,52,75,0,0,0
53.670000000000002,0,19,51,81,1,0,0
,0,12,50,18,0,0,0
,0,14,47,42,1,0,0
,0,13,48,52,0,1,0
28.84,1,13,49,38,0,1,0
62.5,0,15,46,45,0,0,0
