salario_hora,no_ambos_padres_bio,educacion,edad,afqt_score,mujer,hispano,negro
18.18,1,12,47,18,0,0,0
,0,12,48,,1,0,0
17.140000000000001,0,12,50,23,0,0,0
17.329999999999998,0,12,49,30,1,0,0
,0,10,45,22,1,0,0
32.049999999999997,0,11,52,38,0,0,0
15,0,12,47,63,1,0,0
41,0,12,48,42,0,0,0
12.5,0,12,51,79,1,0,0
,0,16,49,81,1,0,0
14,0,16,48,99,0,0,0
56.25,1,19,46,72,0,0,0
,0,12,49,,0,0,0
11.33,0,17,50,99,1,0,0
15.49,0,20,47,79,1,0,0
44.439999999999998,0,16,49,94,0,0,0
16.66,0,14,50,57,0,0,0
26.039999999999999,0,20,50,73,1,0,0
31.25,0,20,47,63,0,0,0
10.75,0,14,51,39,0,0,0
34.609999999999999,0,13,49,44,0,0,0
,0,14,46,43,1,0,0
20.670000000000002,0,12,48,54,1,0,0
34.609999999999999,0,16,46,99,0,0,0
35,1,13,45,58,0,0,0
12.470000000000001,0,17,48,67,0,0,0
5.7599999999999998,0,18,48,94,1,0,0
,0,17,51,93,1,0,0
27.879999999999999,0,18,49,99,0,0,0
12,0,13,47,75,1,0,0
18.34,1,13,52,81,0,0,0
,0,9,46,24,1,0,0
,0,1,47,,1,0,0
19.260000000000002,1,13,48,,1,0,0
20,0,14,46,73,1,1,0
8,1,14,53,27,1,1,0
14,1,12,46,43,0,0,1
0.16,0,11,47,4,0,0,1
18.75,0,16,48,60,0,0,0
37,0,15,47,60,1,0,0
20,0,12,46,36,0,0,0
26.149999999999999,0,13,45,50,0,0,0
23.07,0,12,51,87,0,0,0
14.9,0,16,49,87,1,0,0
19.850000000000001,0,16,48,40,1,0,0
32.649999999999999,0,20,50,71,1,0,0
24.66,1,12,47,25,0,0,0
35.640000000000001,1,19,52,25,1,1,0
,0,11,49,14,1,0,0
11.390000000000001,0,12,52,48,1,0,0
16.66,0,12,52,2,0,0,1
11.5,0,12,49,1,1,0,1
15.18,1,15,45,37,1,0,1
,1,14,48,17,1,0,1
21.149999999999999,1,17,47,22,0,0,1
,0,12,51,38,1,0,0
,0,12,52,95,1,0,0
9.5999999999999996,1,12,45,3,0,0,1
20.190000000000001,1,8,48,8,0,0,0
9.6799999999999997,1,12,46,6,0,0,0
11.449999999999999,1,11,51,23,0,0,0
15.539999999999999,0,12,49,7,1,0,0
,0,12,52,79,0,0,0
,0,12,50,55,1,0,0
,0,12,52,66,1,0,0
14.949999999999999,0,12,48,30,1,0,0
,0,13,45,35,0,0,0
37.5,0,16,48,58,0,0,0
16,0,12,46,46,0,0,0
19.510000000000002,0,12,46,69,1,0,0
,0,12,48,12,0,0,0
,0,12,47,32,1,0,0
82.890000000000001,0,16,48,85,0,0,0
7,0,12,47,2,1,0,0
25.25,0,12,49,49,0,0,0
11,0,13,46,41,1,0,0
51.280000000000001,0,17,52,93,0,0,0
27.350000000000001,0,16,49,83,1,0,0
36.049999999999997,1,18,50,94,0,0,0
9,0,14,45,75,1,0,0
,0,16,49,49,1,0,0
5.2300000000000004,0,18,47,89,1,0,0
,0,20,46,71,1,0,0
18,0,12,52,,0,0,0
36.049999999999997,0,14,51,46,0,0,0
10.75,0,12,47,51,1,0,0
21.420000000000002,0,17,49,57,1,0,0
12,0,17,45,49,1,0,0
7.25,0,12,50,4,0,0,0
26.920000000000002,0,14,45,64,0,0,0
,0,14,45,13,1,0,0
15.630000000000001,0,12,49,74,0,0,0
,0,16,48,86,1,0,0
7.3700000000000001,1,16,47,77,0,0,1
,1,18,46,50,0,0,1
,0,12,49,,0,0,1
,0,12,48,4,0,0,1
,0,11,47,2,0,0,1
8.25,0,12,46,6,0,0,1
14,1,12,47,31,1,0,1
20,0,12,52,7,0,0,1
,1,12,48,2,0,0,1
,1,12,46,27,1,0,1
19.57,1,18,49,32,1,0,1
37.979999999999997,0,12,50,22,0,0,0
,0,12,47,27,0,0,0
26.920000000000002,0,18,46,76,0,0,0
20,0,12,49,80,0,0,0
16.77,1,14,47,39,1,0,0
13.050000000000001,1,13,45,27,1,0,0
17.920000000000002,0,12,47,62,0,0,0
17.75,0,13,47,34,1,0,0
,0,12,52,18,0,0,0
9.3200000000000003,0,10,50,5,1,0,0
7.4000000000000004,1,16,52,26,1,0,0
10.75,0,9,50,9,0,0,0
